id_cliente,canal_adquisicion,cac_mxn,cohorte_mes,ciudad,dispositivo_registro,edad,newsletter,descuento_primera,monto_primera_compra,categoria_primera,piezas_primera,pedidos_90d,dias_a_segunda_compra_90d,tasa_devolucion_90d,activo_app_90d,gasto_12m
501887,Referido,131.0,1,Puebla,Escritorio,39.0,1,10,382.0,Ropa,3,1,25.0,0.391,1,802.0
501043,Google Ads,374.0,5,Merida,Movil,40.0,0,0,242.0,Accesorios,1,1,53.0,0.037,1,242.0
500122,Google Ads,322.0,1,Puebla,Movil,28.0,1,25,321.0,Ropa,4,0,,0.0,1,548.0
500248,Afiliados,224.0,8,CDMX,Tablet,,0,0,245.0,Ropa,1,2,6.0,0.045,0,245.0
501315,Instagram,446.0,11,Monterrey,Movil,20.0,0,25,443.0,Calzado,1,2,36.0,0.31,0,443.0
501767,Google Ads,554.0,5,Monterrey,Movil,32.0,0,10,490.0,Ropa,2,1,19.0,0.07,0,490.0
501985,Google Ads,487.0,10,Merida,Movil,38.0,1,25,634.0,Ropa,3,2,14.0,0.569,0,835.0
500582,Google Ads,364.0,7,CDMX,Movil,,0,0,591.0,Ropa,1,1,29.0,0.384,1,591.0
500620,Organico,107.0,10,Puebla,Movil,39.0,0,25,866.0,Ropa,5,4,11.0,0.289,0,866.0
501526,Google Ads,,7,Puebla,Escritorio,25.0,1,15,499.0,Ropa,5,1,47.0,0.174,1,499.0
500911,Instagram,346.0,6,Monterrey,Movil,41.0,1,30,348.0,Ropa,1,3,12.0,0.302,0,571.0
500323,Organico,117.0,5,Monterrey,Movil,44.0,1,0,327.0,Ropa,3,1,4.0,0.241,1,717.0
500891,Instagram,401.0,4,CDMX,Tablet,40.0,1,15,232.0,Deportivo,2,2,33.0,0.246,0,369.0
501334,Google Ads,364.0,4,Guadalajara,Movil,30.0,0,15,416.0,Accesorios,2,0,,0.0,0,416.0
500079,Google Ads,486.0,8,Guadalajara,Movil,27.0,0,15,252.0,Ropa,1,1,17.0,0.137,0,252.0
501771,Google Ads,588.0,10,Puebla,Escritorio,30.0,1,0,440.0,Calzado,1,1,16.0,0.223,0,525.0
500485,Instagram,543.0,1,Monterrey,Movil,18.0,0,25,449.0,Calzado,2,1,20.0,0.247,0,449.0
500633,Afiliados,168.0,12,Guadalajara,Escritorio,,0,25,394.0,Ropa,2,2,89.0,0.249,0,394.0
500301,Google Ads,505.0,12,Puebla,Tablet,18.0,1,25,600.0,Accesorios,2,2,25.0,0.189,0,838.0
501730,Afiliados,217.0,7,Sin dato,Movil,,0,15,333.0,Accesorios,1,2,17.0,0.044,0,333.0
500780,Google Ads,600.0,10,CDMX,Movil,48.0,1,20,519.0,Accesorios,1,2,19.0,0.199,0,519.0
500134,Organico,148.0,11,Merida,Movil,30.0,1,20,447.0,Calzado,2,2,33.0,0.179,0,448.0
500036,Google Ads,438.0,2,Puebla,Movil,41.0,0,15,568.0,Deportivo,3,1,67.0,0.101,0,568.0
501476,Google Ads,463.0,8,Guadalajara,Escritorio,32.0,0,20,701.0,Ropa,5,1,34.0,0.214,0,701.0
500217,Organico,105.0,5,Monterrey,Movil,,0,0,349.0,Deportivo,1,1,13.0,0.262,0,527.0
500339,Afiliados,270.0,5,Merida,Escritorio,43.0,0,20,298.0,Accesorios,4,0,,0.0,0,298.0
501708,Referido,186.0,8,Merida,Movil,26.0,0,0,799.0,Calzado,2,0,,0.0,0,799.0
501898,Organico,148.0,12,CDMX,Movil,39.0,0,20,608.0,Accesorios,3,1,37.0,0.476,1,
501114,Instagram,696.0,9,CDMX,Movil,31.0,0,0,630.0,Ropa,1,0,,0.0,0,630.0
501866,Instagram,327.0,12,CDMX,Escritorio,49.0,1,10,664.0,Ropa,1,2,31.0,0.127,0,664.0
501764,Google Ads,284.0,1,Guadalajara,Movil,38.0,1,25,426.0,Calzado,2,1,33.0,0.312,0,426.0
500149,Organico,88.0,5,Puebla,Movil,34.0,1,25,1040.0,Accesorios,3,0,,0.0,1,1040.0
501929,Afiliados,,11,Monterrey,Movil,,0,10,220.0,Ropa,3,3,41.0,0.097,0,
501351,Instagram,532.0,7,CDMX,Escritorio,38.0,1,20,307.0,Ropa,1,2,90.0,0.133,0,307.0
501214,Afiliados,211.0,7,Monterrey,Movil,57.0,0,30,186.0,Ropa,2,0,,0.0,0,186.0
500106,Google Ads,558.0,7,CDMX,Escritorio,42.0,1,30,470.0,Ropa,5,2,30.0,0.006,1,470.0
501168,Organico,168.0,8,Guadalajara,Escritorio,25.0,1,0,656.0,Calzado,2,1,11.0,0.06,0,656.0
501958,instagram,304.0,7,CDMX,Movil,42.0,0,0,168.0,Ropa,2,0,,0.0,1,168.0
501196,Instagram,492.0,5,Puebla,Escritorio,37.0,1,20,237.0,Calzado,2,0,,0.0,0,237.0
500359,Instagram,345.0,2,CDMX,Escritorio,48.0,0,5,291.0,Accesorios,1,3,45.0,0.006,1,336.0
500786,Google Ads,393.0,2,CDMX,Movil,52.0,1,0,853.0,Deportivo,1,0,,0.0,0,853.0
501953,Organico,78.0,5,Merida,Movil,26.0,0,30,323.0,Ropa,1,4,12.0,0.129,0,503.0
501557,Referido,130.0,12,CDMX,Movil,,0,5,508.0,Accesorios,1,3,14.0,0.171,0,749.0
501554,Instagram,422.0,10,Guadalajara,Movil,31.0,1,25,478.0,Ropa,1,2,26.0,0.081,0,478.0
500159,Referido,179.0,9,CDMX,Movil,22.0,0,30,538.0,Accesorios,2,3,11.0,0.138,1,862.0
500568,Google Ads,404.0,4,Puebla,Movil,28.0,1,0,631.0,Calzado,3,1,15.0,0.26,0,631.0
501311,Instagram,546.0,9,CDMX,Escritorio,45.0,1,15,556.0,Deportivo,1,1,58.0,0.013,1,556.0
500607,Afiliados,303.0,8,Monterrey,Movil,39.0,0,20,355.0,Ropa,1,2,82.0,0.07,1,355.0
501701,Afiliados,240.0,10,Merida,Movil,29.0,0,15,359.0,Ropa,3,1,35.0,0.019,0,359.0
501254,Instagram,360.0,1,Monterrey,Movil,43.0,0,15,318.0,Calzado,2,2,9.0,0.393,0,400.0
500697,Referido,144.0,11,CDMX,Movil,23.0,0,30,735.0,Ropa,3,1,36.0,0.264,1,735.0
501151,Google Ads,340.0,9,Monterrey,Movil,35.0,1,0,427.0,Accesorios,2,0,,0.0,0,427.0
500239,Instagram,432.0,11,CDMX,Movil,33.0,0,5,445.0,Ropa,1,1,24.0,0.265,0,445.0
500500,Google Ads,470.0,5,CDMX,Tablet,31.0,0,0,370.0,Calzado,1,2,25.0,0.142,0,444.0
500402,Afiliados,,8,CDMX,Movil,40.0,0,20,428.0,Calzado,1,3,24.0,0.091,0,428.0
501832,Referido,111.0,12,CDMX,Escritorio,43.0,1,0,497.0,Ropa,3,2,16.0,0.513,1,1052.0
501863,Instagram,,5,CDMX,Movil,23.0,1,30,477.0,Ropa,2,1,70.0,0.134,0,477.0
500507,Referido,,4,Monterrey,Movil,33.0,0,5,666.0,Ropa,1,2,52.0,0.22,0,666.0
501527,Afiliados,213.0,7,CDMX,Movil,29.0,0,15,391.0,Accesorios,2,0,,0.0,0,391.0
501120,Google Ads,466.0,4,CDMX,Movil,32.0,1,0,578.0,Ropa,4,3,23.0,0.123,1,955.0
501777,Instagram,262.0,2,Puebla,Movil,22.0,0,5,535.0,Calzado,1,4,23.0,0.033,1,535.0
501306,Instagram,394.0,11,Merida,Movil,27.0,0,10,310.0,Ropa,3,3,26.0,0.372,0,310.0
501808,Instagram,510.0,9,Puebla,Escritorio,18.0,0,25,265.0,Ropa,1,0,,0.0,0,265.0
501665,Google Ads,442.0,7,Guadalajara,Escritorio,37.0,0,5,464.0,Accesorios,6,0,,0.0,0,464.0
500229,instagram,499.0,9,Monterrey,Movil,21.0,0,15,163.0,Deportivo,2,1,6.0,0.147,0,163.0
500833,instagram,,7,CDMX,Movil,31.0,0,10,252.0,Ropa,1,1,35.0,0.119,0,341.0
500168,Instagram,347.0,5,Puebla,Movil,25.0,0,20,415.0,Accesorios,1,0,,0.0,1,415.0
501529,Google Ads,534.0,2,CDMX,Movil,34.0,1,0,279.0,Ropa,2,2,50.0,0.222,1,681.0
501483,Google Ads,430.0,12,CDMX,Movil,38.0,0,30,259.0,Accesorios,1,0,,0.0,1,259.0
501213,Afiliados,352.0,6,CDMX,Movil,18.0,0,25,201.0,Accesorios,3,0,,0.0,0,201.0
500208,Organico,103.0,5,CDMX,Movil,31.0,0,0,464.0,Calzado,1,4,36.0,0.555,0,464.0
501895,Instagram,402.0,7,CDMX,Movil,36.0,1,15,274.0,Ropa,1,3,59.0,0.123,0,274.0
500817,Referido,189.0,12,Puebla,Escritorio,26.0,0,30,515.0,Accesorios,2,1,9.0,0.192,0,718.0
500403,Afiliados,174.0,8,CDMX,Movil,44.0,1,15,381.0,Ropa,3,1,21.0,0.494,0,381.0
500311,Instagram,397.0,1,Merida,Movil,18.0,1,20,400.0,Ropa,3,1,9.0,0.176,0,482.0
501403,Afiliados,174.0,2,Guadalajara,Movil,38.0,0,20,544.0,Ropa,1,1,56.0,0.201,0,544.0
500464,instagram,302.0,11,CDMX,Movil,30.0,1,0,227.0,Deportivo,1,2,42.0,0.589,1,494.0
501418,Instagram,364.0,1,Monterrey,Tablet,46.0,1,10,522.0,Ropa,1,2,17.0,0.155,0,522.0
501176,Google Ads,,10,Guadalajara,Movil,34.0,0,5,350.0,Ropa,1,1,35.0,0.158,1,350.0
500971,Instagram,483.0,9,Merida,Movil,31.0,1,0,500.0,Ropa,2,1,12.0,0.109,0,597.0
500846,Referido,150.0,2,Merida,Movil,53.0,0,20,837.0,Accesorios,1,4,8.0,0.38,0,837.0
501989,Organico,215.0,10,CDMX,Movil,47.0,0,25,666.0,Ropa,1,1,26.0,0.167,1,807.0
501226,Referido,176.0,6,Monterrey,Movil,31.0,1,0,581.0,Calzado,4,6,14.0,0.274,0,831.0
500774,Organico,172.0,6,CDMX,Escritorio,33.0,1,0,691.0,Calzado,1,2,9.0,0.251,1,1502.0
500687,Organico,104.0,11,Monterrey,Movil,44.0,1,10,541.0,Ropa,1,1,17.0,0.352,0,541.0
500822,Organico,88.0,1,Merida,Movil,18.0,1,10,364.0,Ropa,2,1,33.0,0.144,1,820.0
501475,Organico,118.0,6,Guadalajara,Movil,47.0,1,20,725.0,Calzado,3,2,7.0,0.297,1,1217.0
500428,Instagram,354.0,4,Guadalajara,Movil,44.0,0,20,645.0,Ropa,1,2,21.0,0.139,1,
500744,Instagram,384.0,3,CDMX,Movil,31.0,0,20,389.0,Ropa,3,1,19.0,0.252,0,389.0
500125, Referido,359.0,4,Guadalajara,Movil,49.0,1,0,272.0,Ropa,2,0,,0.0,0,272.0
501945,Organico,108.0,8,Guadalajara,Movil,44.0,1,30,291.0,Ropa,3,1,20.0,0.25,1,1068.0
500800,Referido,105.0,11,Monterrey,Movil,18.0,0,0,403.0,Calzado,1,1,18.0,0.366,1,1400.0
501219,Instagram,276.0,11,Guadalajara,Movil,28.0,0,20,262.0,Calzado,3,1,11.0,0.003,0,262.0
501147,Referido,144.0,5,CDMX,Movil,29.0,0,25,439.0,Calzado,2,2,18.0,0.023,0,439.0
501032,Instagram,404.0,12,Guadalajara,Tablet,21.0,1,15,402.0,Deportivo,1,1,34.0,0.15,0,402.0
501745,Google Ads,594.0,4,Monterrey,Escritorio,44.0,0,0,195.0,Accesorios,1,2,67.0,0.131,1,195.0
500907,Google Ads,431.0,3,Monterrey,Escritorio,45.0,0,30,387.0,Ropa,4,0,,0.0,1,387.0
500100,Google Ads,405.0,6,Merida,Tablet,40.0,1,15,626.0,Ropa,3,1,15.0,0.19,1,626.0
501271,Instagram,273.0,11,CDMX,Escritorio,36.0,1,0,424.0,Accesorios,1,1,27.0,0.033,0,424.0
500581,Afiliados,174.0,7,CDMX,Escritorio,38.0,0,30,271.0,Calzado,1,0,,0.0,1,271.0
500113,Afiliados,,8,CDMX,Escritorio,,0,15,296.0,Ropa,2,0,,0.0,0,296.0
500049,Instagram,464.0,1,Guadalajara,Escritorio,28.0,0,5,714.0,Ropa,3,2,34.0,0.326,1,714.0
500482,Instagram,290.0,10,Puebla,Movil,28.0,0,15,122.0,Calzado,2,1,62.0,0.017,0,189.0
500228,Google Ads,540.0,4,Merida,Escritorio,30.0,0,25,191.0,Accesorios,1,0,,0.0,0,191.0
500268,Instagram,410.0,10,Puebla,Escritorio,28.0,1,10,547.0,Accesorios,1,3,40.0,0.711,0,735.0
500524,Organico,179.0,6,Monterrey,Tablet,24.0,0,5,1110.0,Ropa,1,2,40.0,0.434,0,1110.0
501983,Google Ads,487.0,3,Guadalajara,Escritorio,46.0,0,0,322.0,Ropa,1,3,19.0,0.063,0,735.0
501618,Instagram,349.0,11,CDMX,Movil,21.0,0,20,291.0,Ropa,1,0,,0.0,0,291.0
500121,Google Ads,337.0,1,Merida,Movil,31.0,1,20,546.0,Ropa,4,0,,0.0,0,546.0
500126,Referido,132.0,8,Puebla,Movil,35.0,1,0,468.0,Accesorios,2,0,,0.0,1,468.0
501053,Organico,127.0,7,Puebla,Movil,36.0,0,30,489.0,Accesorios,1,0,,0.0,0,578.0
501648,Organico,154.0,2,CDMX,Movil,30.0,0,0,253.0,Accesorios,2,4,20.0,0.15,0,291.0
500353,Organico,138.0,3,Puebla,Escritorio,29.0,0,0,1271.0,Ropa,1,0,,0.0,0,1271.0
500481,Referido,160.0,7,CDMX,Movil,40.0,1,0,625.0,Accesorios,2,6,14.0,0.027,1,1305.0
501128,Referido,135.0,5,Merida,Escritorio,34.0,1,0,693.0,Calzado,1,4,20.0,0.754,1,1027.0
500430,Organico,79.0,10,CDMX,Escritorio,36.0,1,25,359.0,Calzado,1,0,,0.0,0,359.0
501093,Organico,142.0,3,Puebla,Movil,30.0,1,5,709.0,Ropa,2,0,,0.0,0,709.0
501750,Google Ads,424.0,1,Puebla,Escritorio,38.0,1,0,218.0,Ropa,4,2,39.0,0.48,1,218.0
500372,Organico,104.0,1,Monterrey,Escritorio,42.0,1,0,598.0,Calzado,1,3,26.0,0.35,1,1219.0
500078,Instagram,564.0,6,Monterrey,Movil,32.0,0,5,605.0,Calzado,1,0,,0.0,1,605.0
500429,Google Ads,409.0,2,CDMX,Escritorio,38.0,0,0,527.0,Ropa,1,2,24.0,0.161,1,866.0
500435,Instagram,366.0,8,Merida,Movil,35.0,0,20,337.0,Calzado,3,3,5.0,0.1,1,337.0
501881,Google Ads,380.0,8,CDMX,Movil,51.0,0,25,356.0,Accesorios,1,2,26.0,0.117,0,356.0
501974,Google Ads,301.0,12,Guadalajara,Movil,34.0,1,0,335.0,Ropa,2,0,,0.0,0,335.0
500591,Google Ads,592.0,11,Puebla,Escritorio,45.0,1,5,434.0,Ropa,1,1,4.0,0.242,0,648.0
500958,Referido,209.0,8,Guadalajara,Movil,48.0,1,0,665.0,Ropa,3,3,15.0,0.095,1,1023.0
501849,Google Ads,634.0,11,CDMX,Movil,45.0,1,5,330.0,Ropa,1,2,37.0,0.093,1,924.0
500337,Instagram,438.0,1,Guadalajara,Movil,31.0,1,20,417.0,Ropa,3,1,47.0,0.05,0,417.0
500006,Organico,95.0,10,CDMX,Movil,48.0,1,5,687.0,Ropa,2,2,14.0,0.035,1,950.0
500274,instagram,74.0,5,CDMX,Movil,46.0,0,25,209.0,Ropa,3,1,22.0,0.345,1,274.0
501874,Google Ads,617.0,6,CDMX,Escritorio,26.0,1,15,408.0,Deportivo,1,1,45.0,0.416,0,444.0
501693,Instagram,424.0,2,CDMX,Movil,27.0,0,0,687.0,Accesorios,3,3,34.0,0.113,1,687.0
501404,Instagram,538.0,8,CDMX,Movil,44.0,0,20,304.0,Calzado,3,1,43.0,0.081,0,323.0
500652,Afiliados,212.0,5,Puebla,Movil,,1,15,662.0,Calzado,2,0,,0.0,0,
500630,Organico,160.0,11,Monterrey,Movil,,1,0,848.0,Ropa,3,1,59.0,0.165,0,848.0
500664,Google Ads,500.0,8,Puebla,Escritorio,43.0,1,0,266.0,Deportivo,2,0,,0.0,0,346.0
500642,Afiliados,157.0,8,Guadalajara,Movil,,1,25,258.0,Ropa,2,0,,0.0,0,
501405,Organico,80.0,7,Merida,Movil,54.0,1,0,1257.0,Ropa,5,6,14.0,0.516,1,2932.0
501417,Google Ads,512.0,2,Guadalajara,Movil,18.0,1,0,246.0,Accesorios,4,2,16.0,0.023,0,0.0
501809,Instagram,250.0,6,CDMX,Movil,46.0,0,0,409.0,Deportivo,1,4,49.0,0.155,1,531.0
501235,Instagram,471.0,3,Monterrey,Escritorio,44.0,0,25,293.0,Calzado,1,0,,0.0,0,361.0
500292,Instagram,419.0,6,CDMX,Escritorio,31.0,0,20,449.0,Accesorios,2,4,20.0,0.272,0,491.0
501285,Afiliados,165.0,1,Guadalajara,Movil,,0,10,333.0,Ropa,1,1,42.0,0.076,0,333.0
500140,Organico,,3,CDMX,Escritorio,32.0,1,10,714.0,Calzado,1,3,5.0,0.089,1,733.0
501022,Instagram,230.0,12,Monterrey,Escritorio,32.0,1,15,478.0,Deportivo,1,2,54.0,0.196,0,478.0
501375,Referido,140.0,2,Puebla,Movil,42.0,0,0,786.0,Ropa,1,0,,0.0,0,786.0
500215,Google Ads,408.0,4,Guadalajara,Movil,28.0,0,0,292.0,Calzado,1,1,28.0,0.065,0,292.0
501329,Google Ads,,7,Monterrey,Movil,30.0,1,25,235.0,Ropa,1,1,48.0,0.015,0,235.0
500499,instagram,81.0,2,Monterrey,Movil,33.0,1,0,621.0,Ropa,1,3,8.0,0.12,0,998.0
500344,Organico,99.0,10,Puebla,Movil,35.0,1,5,492.0,Calzado,1,1,27.0,0.074,1,549.0
501821,Referido,132.0,10,Monterrey,Movil,37.0,1,5,797.0,Calzado,3,4,20.0,0.1,1,
500818,Instagram,501.0,1,CDMX,Movil,18.0,0,25,495.0,Accesorios,3,1,71.0,0.071,0,495.0
501150,Instagram,513.0,6,Puebla,Escritorio,23.0,1,10,1085.0,Calzado,2,4,12.0,0.334,1,1414.0
500678,Google Ads,365.0,10,Monterrey,Movil,45.0,0,30,376.0,Ropa,1,2,9.0,0.117,1,376.0
501943,Instagram,455.0,3,CDMX,Tablet,32.0,0,0,365.0,Ropa,3,1,65.0,0.008,0,
501757,Afiliados,249.0,6,Monterrey,Movil,37.0,1,15,254.0,Ropa,3,0,,0.0,1,345.0
501575,Referido,135.0,4,Monterrey,Tablet,38.0,1,5,399.0,Ropa,1,3,11.0,0.496,0,985.0
500808,Google Ads,,1,Guadalajara,Movil,37.0,1,0,543.0,Ropa,6,2,38.0,0.139,1,986.0
500902,Afiliados,247.0,10,Monterrey,Movil,,1,0,407.0,Calzado,2,0,,0.0,0,407.0
501245,Referido,150.0,3,CDMX,Escritorio,40.0,0,25,198.0,Deportivo,1,2,90.0,0.277,0,198.0
501793,Instagram,,1,Sin dato,Movil,30.0,1,0,963.0,Accesorios,4,1,25.0,0.221,0,963.0
501533,Google Ads,745.0,7,CDMX,Movil,31.0,0,5,494.0,Calzado,1,3,58.0,0.3,0,505.0
501490,Instagram,402.0,12,Monterrey,Movil,34.0,1,0,350.0,Ropa,4,1,6.0,0.21,0,477.0
500919,Google Ads,265.0,11,CDMX,Escritorio,18.0,0,15,400.0,Ropa,1,4,48.0,0.112,0,400.0
500317,Afiliados,292.0,1,Guadalajara,Escritorio,,1,5,356.0,Ropa,1,1,18.0,0.04,0,372.0
501702,Instagram,520.0,4,Monterrey,Tablet,27.0,0,25,207.0,Calzado,2,0,,0.0,0,245.0
501200,Google Ads,434.0,11,Merida,Escritorio,55.0,1,30,242.0,Ropa,3,0,,0.0,1,252.0
500512,Instagram,390.0,8,Monterrey,Movil,41.0,1,15,439.0,Ropa,1,0,,0.0,1,524.0
500886,Google Ads,331.0,7,Guadalajara,Escritorio,41.0,0,5,533.0,Ropa,2,1,16.0,0.091,1,973.0
500528,Afiliados,204.0,4,Merida,Movil,,0,20,454.0,Ropa,1,1,36.0,0.014,0,454.0
501794,Instagram,409.0,11,CDMX,Movil,35.0,0,25,254.0,Ropa,5,0,,0.0,1,561.0
500771,Referido,147.0,10,Puebla,Escritorio,37.0,1,0,300.0,Ropa,5,3,22.0,0.129,0,490.0
501810,Instagram,416.0,1,Monterrey,Movil,50.0,1,15,342.0,Ropa,2,1,17.0,0.067,0,342.0
500612,Organico,138.0,11,Guadalajara,Movil,45.0,1,15,453.0,Ropa,2,1,28.0,0.271,0,
500688,Referido,170.0,10,Guadalajara,Escritorio,48.0,1,25,791.0,Deportivo,2,4,11.0,0.301,0,791.0
500463,Instagram,347.0,6,CDMX,Movil,,0,15,280.0,Accesorios,1,1,9.0,0.071,0,280.0
500095,Afiliados,249.0,4,CDMX,Escritorio,30.0,0,25,420.0,Ropa,1,1,41.0,0.043,0,420.0
501796,Google Ads,432.0,11,Monterrey,Escritorio,,1,20,726.0,Calzado,1,0,,0.0,0,726.0
500523,Google Ads,461.0,7,CDMX,Escritorio,37.0,1,0,479.0,Calzado,1,1,29.0,0.071,0,479.0
500504,Afiliados,227.0,12,Guadalajara,Movil,,0,25,259.0,Ropa,3,2,73.0,0.409,0,259.0
501467,Referido,163.0,10,CDMX,Escritorio,32.0,0,15,870.0,Calzado,2,0,,0.0,0,870.0
500447,Instagram,404.0,12,Monterrey,Tablet,27.0,1,15,206.0,Accesorios,1,1,9.0,0.053,1,280.0
500942,Afiliados,,10,CDMX,Movil,32.0,0,20,319.0,Ropa,2,0,,0.0,0,319.0
501507,Google Ads,701.0,5,Monterrey,Movil,20.0,0,20,389.0,Ropa,5,0,,0.0,1,389.0
500603,Afiliados,200.0,6,Guadalajara,Movil,27.0,0,15,318.0,Calzado,2,0,,0.0,1,318.0
500586,Instagram,338.0,7,Puebla,Escritorio,42.0,0,30,469.0,Calzado,1,2,8.0,0.155,0,469.0
501981,Organico,148.0,9,CDMX,Movil,39.0,1,0,311.0,Calzado,3,0,,0.0,0,319.0
501470,Afiliados,260.0,1,Merida,Escritorio,,0,15,272.0,Ropa,1,1,39.0,0.023,0,272.0
501102,Instagram,315.0,5,CDMX,Tablet,38.0,0,30,649.0,Deportivo,1,1,31.0,0.181,0,649.0
501972,Instagram,276.0,8,Monterrey,Movil,21.0,0,0,418.0,Accesorios,1,0,,0.0,0,418.0
501885,Afiliados,244.0,11,CDMX,Escritorio,,1,0,284.0,Deportivo,2,0,,0.0,0,311.0
500823,Instagram,346.0,8,Guadalajara,Movil,54.0,0,5,166.0,Accesorios,1,1,10.0,0.303,0,304.0
501798,Google Ads,400.0,8,CDMX,Movil,39.0,1,0,673.0,Ropa,3,4,28.0,0.186,1,921.0
500478,Afiliados,188.0,3,CDMX,Movil,35.0,0,20,492.0,Calzado,3,0,,0.0,0,492.0
501273,Afiliados,192.0,5,Guadalajara,Movil,20.0,1,25,378.0,Ropa,1,0,,0.0,1,378.0
500948,Instagram,267.0,11,Monterrey,Movil,31.0,1,25,718.0,Ropa,1,1,54.0,0.148,0,718.0
500821,Referido,136.0,5,Guadalajara,Escritorio,35.0,1,0,1236.0,Ropa,4,7,17.0,0.187,1,2068.0
501753,Google Ads,333.0,6,Monterrey,Escritorio,,0,0,656.0,Ropa,2,3,5.0,0.419,1,813.0
500046,Afiliados,278.0,1,CDMX,Escritorio,22.0,0,20,182.0,Calzado,2,1,50.0,0.002,0,182.0
500491,Afiliados,146.0,10,Monterrey,Movil,40.0,0,25,300.0,Ropa,1,1,73.0,0.303,0,300.0
500964,Google Ads,498.0,12,Merida,Movil,21.0,0,10,609.0,Calzado,3,2,37.0,0.187,0,609.0
501436,Afiliados,175.0,1,Guadalajara,Movil,21.0,0,0,395.0,Ropa,1,2,37.0,0.235,0,395.0
500250,Instagram,573.0,6,Puebla,Movil,22.0,1,0,389.0,Ropa,2,2,9.0,0.034,1,398.0
500729, Referido,168.0,5,CDMX,Tablet,23.0,1,0,617.0,Ropa,2,4,22.0,0.119,1,1134.0
501286,Google Ads,385.0,1,Puebla,Movil,52.0,0,25,188.0,Calzado,3,1,42.0,0.06,0,188.0
500738,Instagram,418.0,6,Puebla,Movil,35.0,1,20,288.0,Ropa,1,1,17.0,0.274,0,363.0
500206,Instagram,324.0,4,CDMX,Movil,,1,20,464.0,Ropa,1,2,18.0,0.116,0,464.0
500150,Google Ads,531.0,3,CDMX,Movil,18.0,1,0,299.0,Deportivo,2,0,,0.0,0,299.0
500682,Afiliados,270.0,8,Puebla,Movil,44.0,0,30,353.0,Deportivo,1,0,,0.0,0,353.0
501103,Referido,175.0,3,CDMX,Tablet,26.0,0,0,544.0,Ropa,1,1,90.0,0.153,0,544.0
500929,Afiliados,225.0,8,Merida,Movil,39.0,0,15,376.0,Ropa,1,0,,0.0,0,376.0
501818,Organico,96.0,11,Puebla,Escritorio,32.0,0,20,249.0,Deportivo,2,1,55.0,0.421,0,249.0
501101,Referido,232.0,3,CDMX,Escritorio,33.0,0,0,852.0,Calzado,2,1,14.0,0.181,1,1383.0
501612,Instagram,404.0,2,Puebla,Movil,43.0,1,0,309.0,Calzado,1,2,63.0,0.141,0,315.0
500190,Instagram,256.0,10,CDMX,Movil,23.0,0,30,379.0,Calzado,4,1,6.0,0.323,1,379.0
500527,Google Ads,414.0,9,Merida,Escritorio,42.0,0,20,375.0,Accesorios,1,2,9.0,0.026,1,863.0
500465,Referido,195.0,3,Puebla,Movil,40.0,0,0,710.0,Deportivo,2,1,26.0,0.221,0,962.0
501582,Referido,176.0,7,Puebla,Movil,,1,10,1013.0,Ropa,1,2,4.0,0.051,0,1013.0
501135,Google Ads,667.0,11,Sin dato,Escritorio,46.0,1,15,308.0,Accesorios,2,2,35.0,0.221,0,308.0
500253,Organico,94.0,2,Puebla,Movil,,0,25,574.0,Calzado,1,4,48.0,0.257,0,574.0
500396,Organico,175.0,1,Merida,Movil,44.0,1,30,680.0,Accesorios,2,1,9.0,0.328,1,1181.0
501788,Google Ads,608.0,6,Monterrey,Movil,31.0,1,15,625.0,Ropa,1,1,24.0,0.077,0,625.0
501382,Google Ads,,3,CDMX,Escritorio,41.0,0,15,1096.0,Accesorios,1,0,,0.0,1,1096.0
500242,Referido,179.0,3,Monterrey,Movil,41.0,0,10,712.0,Deportivo,3,5,26.0,0.243,1,1269.0
500065,Organico,109.0,7,CDMX,Tablet,28.0,1,25,464.0,Ropa,1,2,20.0,0.272,1,1978.0
500051,Google Ads,408.0,1,Merida,Escritorio,21.0,0,10,687.0,Accesorios,3,1,14.0,0.185,0,687.0
500169,Afiliados,274.0,5,Merida,Movil,36.0,1,20,375.0,Accesorios,1,1,61.0,0.055,0,375.0
501366,Referido,150.0,8,Guadalajara,Movil,27.0,0,0,435.0,Ropa,3,0,,0.0,1,515.0
501395,Google Ads,450.0,4,Monterrey,Escritorio,24.0,0,15,229.0,Calzado,1,0,,0.0,0,229.0
501686,Instagram,394.0,2,Merida,Movil,33.0,0,0,280.0,Ropa,1,0,,0.0,1,280.0
500303,Afiliados,322.0,11,Puebla,Escritorio,44.0,1,30,240.0,Ropa,1,0,,0.0,0,240.0
501979,Afiliados,178.0,11,Guadalajara,Escritorio,,0,25,485.0,Calzado,2,0,,0.0,0,485.0
501785,Google Ads,423.0,10,CDMX,Movil,48.0,0,20,366.0,Ropa,3,0,,0.0,0,366.0
501628,Instagram,378.0,8,Merida,Movil,27.0,1,25,817.0,Ropa,2,1,34.0,0.169,1,817.0
501948,Organico,,11,Puebla,Movil,31.0,1,0,410.0,Calzado,1,2,32.0,0.564,1,1868.0
500201,Google Ads,274.0,3,Guadalajara,Tablet,38.0,1,0,656.0,Ropa,3,2,33.0,0.176,0,656.0
500294,Instagram,402.0,11,Guadalajara,Movil,36.0,0,25,375.0,Calzado,1,0,,0.0,0,375.0
500157,Afiliados,198.0,8,Monterrey,Escritorio,45.0,0,20,348.0,Deportivo,1,1,3.0,0.039,1,361.0
